146.412682,188.4089743,331.5978705,146.672683,272.6776718,451.1065963,8.53623134,225.2170096,47.63717399,255.0897221,177.367719,168.3416881,310.8746326,27.18341012,299.1300656,573.420746,273.2335668,219.6879777,148.7249192,181.0840037,102.2270995,-192.1255371,67.79692196,-291.4663426,319.0120283,364.2616212,-44.3304425,262.6050765,249.2792514,-366.5617621,273.4322516,86.43286405,425.4730214,431.0655877,-119.5012882,-252.0020641,-38.50666281,-19.14868211,475.3615565,-40.81107135,312.1337198,-509.200314,4.277679594,223.1573361,61.90470744,79.09435129,-447.3778715,274.2412514,-208.4149064,473.2556217,80.71623571,394.4581403,-60.51976614,167.9617979,-357.8704019,-158.2150274,440.9696955,56.95907161,422.6624013,352.6566526,-330.6721653,409.9609825,-349.7961366,295.2836616
144.4154061,188.6855191,330.8937605,147.5080403,273.7707948,452.9319617,9.357087667,226.8584968,46.78851172,252.0343729,180.6274123,170.5842693,307.1766543,30.98324625,298.9796456,568.6014392,274.9331188,217.9486077,146.9790236,177.714057,101.8053476,-195.3527283,65.92850484,-295.7957967,317.4730143,359.3248612,-43.38552124,261.9034173,249.6119138,-362.7079935,269.6481557,85.58664676,424.5908082,431.0423161,-121.0224471,-250.2354701,-39.46203356,-21.32954978,473.4135693,-40.71353583,305.269395,-506.4507797,7.503337726,226.6628078,61.21373805,77.14486927,-442.856956,272.6904634,-206.4693096,471.0139684,81.05350453,390.7818937,-58.94968821,171.6866505,-357.4900885,-159.2862825,439.7522549,56.76872219,418.8449712,352.1359776,-333.4398694,411.3112603,-348.7236706,293.3216483
146.3231401,186.8231453,327.2118807,147.5040814,271.3504167,452.9138301,9.860372916,229.978449,44.47370599,246.0137592,185.7996769,170.1991505,308.258474,33.02148914,298.0693706,570.1389331,275.8016726,214.9333258,149.1325921,182.9704449,103.6098927,-193.7157101,68.17026498,-294.016481,314.3335467,358.4481483,-35.57749395,261.2562451,245.5419513,-359.2329939,267.7821569,86.27239184,427.8309241,432.1756384,-121.7503974,-248.0418922,-40.67292886,-21.67935455,473.953949,-41.04717272,301.8358961,-504.8688817,7.578590425,226.9879459,63.42373343,76.23934846,-443.1873316,273.2314679,-207.9515905,470.7778484,82.2926948,392.9704097,-58.96061085,172.7134915,-358.1286472,-156.7596415,440.7475513,54.42946323,421.0165943,354.9237574,-332.3838734,410.2429376,-352.618576,290.5237564
148.1738655,185.4001204,324.9998457,150.2823949,275.9003803,450.5486223,5.114651591,229.4267337,50.06459377,246.3756547,176.8871607,168.9962862,312.8756973,31.04981424,295.2405197,564.2704577,275.8629731,213.6205199,147.850118,178.7881147,102.7093267,-186.5707552,63.94139468,-288.1694432,313.1786655,359.2508799,-27.3396228,264.7129114,243.4782358,-358.8522127,266.4645352,83.49338371,423.5671564,428.876537,-119.7254551,-244.9738168,-38.8107483,-18.83071606,472.6808645,-41.36705599,306.3714456,-504.2524977,9.937195503,226.2832588,63.8461504,74.70603315,-442.8821806,271.7367698,-204.6147405,469.822115,83.15994997,394.6113133,-57.29248872,169.2387478,-356.216869,-153.4099537,439.450584,60.32827223,419.1823378,353.0215864,-333.9559351,407.7272013,-350.5377104,293.3156276
145.8016913,182.7174543,324.5867086,149.3765084,268.3365775,442.4846305,4.250888704,219.0604355,46.15370494,246.7792654,174.7480058,166.8372537,302.9289485,28.88238752,291.671399,554.869201,276.2255143,212.4738843,147.9330219,170.7466038,100.4430189,-194.1404582,60.70357323,-291.8880552,307.2883534,355.9321783,-67.69952376,266.2186806,246.6284464,-359.3442476,262.4180606,84.2878312,419.4562278,429.3705197,-125.6869913,-257.6209481,-36.84147136,-19.96711358,478.3124077,-41.73958077,306.6323876,-506.9857856,10.3759233,225.1391178,58.24582646,76.5982048,-446.9793673,274.7403002,-206.6291612,474.4382678,85.14080321,394.7053002,-64.39368598,167.567629,-356.7538304,-157.934014,442.8828043,56.04446321,423.8902169,357.8259568,-332.1223535,408.6558996,-345.9410796,291.9897616
146.4206529,182.2780755,329.592241,145.4857334,271.8479761,440.0706937,8.861047319,218.4020396,35.79186914,241.0598429,178.5879144,167.1084999,294.3339094,24.78672201,289.8706975,558.4805059,274.0401745,211.4815128,146.3592076,165.2957538,98.82226516,-203.7440988,61.82845464,-301.4990208,307.2851021,353.0919344,-97.05722296,266.2432436,245.4137137,-364.9285871,261.1649691,83.54096199,421.2711567,432.6239546,-129.3566539,-269.198407,-40.00962685,-24.28600278,484.9905924,-38.85975934,303.6822896,-516.7275808,6.368945496,225.2826111,57.32871634,86.77601933,-450.4217671,276.7480718,-211.8060249,475.0049333,84.16517593,396.9536954,-64.04043971,165.8504436,-357.1843789,-153.7458683,445.7007296,48.64129801,428.8359296,360.3458594,-331.2189573,414.2691017,-343.9793583,290.1188115
143.9522994,183.6496053,329.4359322,146.8706265,271.1986224,438.2396936,8.85639057,213.8258934,37.28414216,242.6681413,179.3720709,167.4510538,296.0496511,27.58042089,290.6489192,559.8502709,272.3117222,210.7898428,145.0307654,166.3543678,98.91254545,-205.0780998,56.74778702,-301.0371535,304.510795,350.8603918,-102.878061,263.7609115,243.3282578,-368.5391815,262.8848685,81.83809491,423.4418268,434.2396628,-129.6279089,-267.7218343,-40.43691917,-23.76290711,486.1272925,-40.0043814,303.3971911,-515.5946089,8.365147483,225.9030972,58.75964103,84.03187122,-450.8567431,276.6002998,-215.1116985,475.1665548,81.30785708,397.8194304,-65.66348333,167.837816,-355.5415326,-156.8058593,446.6492512,49.87908583,429.8628591,359.2265866,-330.0084293,412.5899702,-346.5230497,291.9348596
145.2613296,185.1674814,325.4915846,145.1690633,272.5395173,442.5344304,9.577283897,216.5921926,36.91439346,239.5347008,181.8141451,171.4325106,297.9211381,27.96298982,293.4065421,563.2137492,270.6363244,214.7664958,144.203818,164.2165805,98.08738147,-206.1487327,61.60004858,-305.8587624,305.2995286,352.8703933,-104.6115705,268.5203539,240.8589234,-368.2461641,263.7500726,81.50829107,422.9310138,435.0974499,-131.3475302,-271.7448218,-41.59244486,-27.09288424,485.6792434,-42.63071618,301.1156246,-517.9979949,7.498011737,225.4319866,59.17317322,87.47013195,-450.6780364,275.2920604,-213.6285389,474.3250634,84.79996372,395.561691,-66.40107696,166.5964648,-355.7914604,-154.1329568,445.7177283,45.83271551,427.6433145,359.3806841,-328.9356817,412.2578269,-344.6913417,290.0173167
144.7781174,180.8364838,328.4180481,146.1641385,269.7222081,439.9532077,10.36826399,214.9139062,39.05901073,241.2411157,181.8635889,169.5142929,297.6365363,25.43902746,291.7363826,558.7814591,272.6428531,213.0210013,144.8215889,165.8033495,98.85082494,-207.9819791,60.0792897,-305.3075894,307.1901657,351.8355907,-99.36967271,266.053258,243.9133406,-366.3110564,266.3917814,82.75308929,423.2273056,433.1735101,-128.1035593,-266.9736731,-39.6974372,-24.17891702,483.1119249,-42.48677896,303.6306203,-518.1902685,7.785935052,221.8487018,59.15015426,86.64236912,-448.2005189,275.9197271,-214.6252439,473.6632298,83.38149924,398.7168293,-65.57976228,167.0000058,-354.1478336,-155.3596149,445.4601713,45.2513696,427.4199031,358.7847049,-326.5904793,412.7350776,-343.6117238,290.1754192
144.8996415,184.1547902,329.9510484,144.6121622,270.1844909,436.5891107,13.6439517,213.7123595,36.46778972,244.1815879,180.5222307,172.10049,295.5789449,28.21418629,291.0162213,559.8154823,272.7800602,214.234475,144.9989805,166.0175409,99.54068507,-210.0192046,60.98621992,-306.0625467,305.2770264,348.268629,-111.663132,266.6557862,246.8570717,-369.0064685,265.0035171,85.69214435,423.7522279,434.3733821,-130.6260718,-272.4805375,-39.29236286,-24.36507086,482.5309951,-41.71460876,304.5005361,-517.9463457,8.30103242,224.1684657,55.12254946,89.42631965,-450.6428974,275.6349714,-212.4598478,471.5923913,81.72104573,398.0500678,-66.10457929,165.2082852,-355.0959296,-153.6237942,444.3246995,43.02492184,425.487336,358.416635,-325.5909022,414.2011315,-342.9547154,289.2179824
